full_text,normalized,label_num,pseudo_label
Anggota DPR RI Fraksi PDI Perjuangan Edy Wuryanto merespon tren tagar #KaburAjaDulu dan #IndonesiaGelap di media sosial adalah sinyal rakyat kepada Pemerintah atas kondisi di Indonesia. Edy Wuryanto menjelaskan masalah efisiensi yang dilakukan pemerintah yang berdampak pada https://t.co/e1m96JbMut,anggota dpr ri fraksi pdi perjuangan edy wuryanto merespon tren tagar kaburajadulu dan indonesiagelap di media sosial adalah sinyal rakyat kepada pemerintah atas kondisi di indonesia edy wuryanto menjelaskan masalah efisiensi yang dilakukan pemerintah yang berdampak pada,1,neutral
@kkroomii Yang jelas ga di Indonesia lagi. #kaburajadulu,yang jelas tidak di indonesia lagi kaburajadulu,2,negatif
@andhhreyyaaa Yes girl bener bener #kaburajadulu ,yes girl benar benar kaburajadulu,2,negatif
Wong Meduro iki ancen menang tekad. Netizen sek rame #KaburAjaDulu ng temlen dekne wes mlaku otw Mekkah.,wong meduro iki ancen menang tekad netizen sek rame kaburajadulu ng temlen dekne wes mlaku otw mekkah,2,negatif
Mw ikutan #KaburAjaDulu abis lebaran https://t.co/Iz3gWGuRql,mau ikutan kaburajadulu habis lebaran,2,negatif
Sumpah sesusah itu ya nyari kerja dinegara ini sampe se hopeless ini pengen #KaburAjaDulu,sumpah sesusah itu ya mencari kerja dinegara ini sampai se hopeless ini pengin kaburajadulu,2,negatif
@telyufess Malay buat merealisasikan hashtag #KaburAjaDulu,malay buat merealisasikan hashtag kaburajadulu,1,neutral
Agak nyesel ga #KaburAjaDulu saat kesempatan udah di depan mata. Malah milih stay yak lol emang hidup kadang kidding. I m really mentally drained embracing life episode hadeuh hadeuh everyday liat govt policy yg makin kesini makin ada-ada aja gebrakannya. Good luck deh!,agak menyesal tidak kaburajadulu saat kesempatan sudah di depan mata malah memilih stay ya lol memang hidup kadang kidding i sama really mentally drained embracing life episode aduh aduh everyday lihat govt policy yang makin kesini makin adaada saja gebrakannya good luck deh,2,negatif
pak anies bisa ngak ya bikin negara sendiri? saya bersedia #KaburAjaDulu kesana sekarang juga ,pak anies bisa tidak ya bikin negara sendiri saya bersedia kaburajadulu kesana sekarang juga,2,negatif
Alhamdulillah 2025 bisa meramaikan #KaburAjaDulu,alhamdulillah bisa meramaikan kaburajadulu,0,positif
Haluu loo.. #KaburAjaDulu #KaburSajaDulu #IndonesiaGelap,haluu lo kaburajadulu kabursajadulu indonesiagelap,2,negatif
@saltychurroo if only we could #kaburajadulu in a glimpse,if only we could kaburajadulu ini a glimpse,1,neutral
yeah #kaburajadulu is cool but have u tried berserikat berkonsolidasi turun ke jalan menggulingkan rezim dan mengadili jokowi,yeah kaburajadulu is cool but have lu tried berserikat berkonsolidasi turun ke jalan menggulingkan rezim dan mengadili jokowi,2,negatif
kata gue mah #kaburajadulu res yang jauh sekalian ke korea kek coba daftar ke YG siapa tau jadi member treasure ketemu doyoung belaja yang ada si naresh kena mental kalo ketemu doyoung soalnya ortu doy support bgt sedangkan dia kaga https://t.co/0ekacMAsAH,kata gue mah kaburajadulu res yang jauh sekalian ke korea kayak coba daftar ke yang siapa tau jadi member treasure ketemu doyoung belaja yang ada sih naresh kena mental kalau ketemu doyoung soalnya ortu doy support banget sedangkan dia kagak,2,negatif
Org yg sdh tua jg butuh kerja butuh makan buat ngidupin dirinya maupun keluarganya Mengingat loker d sni batas max usia 25-27 Jd udh paling bener kan #kaburajadulu msh dbilang ga nasionalis pdhl ngirim uang k sini msh jalan (pahlawan devisa) Drpd stay jd beban negara?,orang yang sudah tua juga butuh kerja butuh makan buat ngidupin dirinya maupun keluarganya mengingat loker di sni batas max usia jadi sudah paling benar kan kaburajadulu masih dbilang tidak nasionalis padahal mengirim uang ke sini masih jalan pahlawan devisa daripada stay jadi beban negara,2,negatif
Mau #KaburAjaDulu? Silakan tapi pastikan kamu punya sesuatu yang dijual entah skill atau karya. Jadi sebelum terlambat mulai upgrade dirimu sekarang. Masa depan gak nungguin yang cuma rebahan. ,mau kaburajadulu silakan tapi pastikan kamu punya sesuatu yang dijual entah skill atau karya jadi sebelum terlambat mulai upgrade dirimu sekarang masa depan tidak menunggu yang cuma rebahan,2,negatif
Hanya di Indonesia mau cari kerja ada syarat max usia lamar. Makanya pada mending #KaburAjaDulu ke LN. Enak hujan roti dan emas di negara orang ketimbang makan batu di negeri sendiri. Udah itu di pungli-in pula mabok dah....,hanya di indonesia mau cari kerja ada syarat max usia lamar makanya pada mending kaburajadulu ke ln enak hujan roti dan emas di negara orang ketimbang makan batu di negeri sendiri sudah itu di pungliin pula mabok sudah,2,negatif
@andihiyat Pengen ikutan #kaburajadulu tapi inget masih ada ibu disini ,pengin ikutan kaburajadulu tapi ingat masih ada ibu disini,1,neutral
Emg se-gokil itu kemudhorotan di depan mata sampe bikin org paling nasionalis yg pernah ku temui jd hopeless &amp; milih opsi #KaburAjaDulu &amp; kasih inovasinya ke Temasek/Northstar &amp; menyesali keputusannya dulu yg sempet nolak tawaran dr Brunei govt buat pindah kewarganegaraan. Ckck.,memang segokil itu kemudhorotan di depan mata sampai bikin orang paling nasionalis yang pernah ku temui jadi hopeless amp memilih opsi kaburajadulu amp kasih inovasinya ke temaseknorthstar amp menyesali keputusannya dulu yang sempat nolak tawaran dari brunei govt buat pindah kewarganegaraan ckck,2,negatif
@idextratime #KaburAjaDulu bg Ian,kaburajadulu bang ian,2,negatif
@pickcoffnava Kayanya indonesia emas 2025 tu to good to be true sih buat saat ini yang kita butuhkan hanya gaji in dollar. Emang paling bener #kaburAjaDulu,kayanya indonesia emas itu tapi good tapi be true sih buat saat ini yang kita butuhkan hanya gaji ini dollar memang paling benar kaburajadulu,2,negatif
#KaburAjaDulu .. Disini mau kerja disuruh bikin SKCK tapi pejabatnya bekas tahanan KPK... #IndonesiaGelap https://t.co/aUiIpxNcFM,kaburajadulu disini mau kerja disuruh bikin skck tapi pejabatnya bekas tahanan kpk indonesiagelap,2,negatif
Wadidaw ... program MBG makan korban lagi #IndonesiaGelap #KaburAjaDulu #AdiliJokowi,wadidaw program mbak makan korban lagi indonesiagelap kaburajadulu adilijokowi,1,neutral
Okay aku udh ada list beasiswa (exc. LPDP/BIP dll.) dan univ nya buat #KaburAjaDulu,okay aku sudah ada list beasiswa exc lpdpbip dll dan universitas ya buat kaburajadulu,1,neutral
Lampu ijo nih #kaburajadulu https://t.co/Iunfq5jKTe,lampu ijo nih kaburajadulu,2,negatif
@aldapstsr Salah satu moda transportasi umum #KaburAjaDulu https://t.co/WV34CRAKMS,salah satu moda transportasi umum kaburajadulu,1,neutral
Like... Before this diaspora term getting popular kita familiarnya yang kerja di luar negeri itu TKI/TKW. Itu identik dari kelas apa coba? #kaburajadulu itu ga cuma dipikirin sama kelas menengah &amp; baru sekarang2 aja.,like before this diaspora term getting popular kita familiarnya yang kerja di luar negeri itu tkitkw itu identik dari kelas apa coba kaburajadulu itu tidak cuma dipikirkan sama kelas menengah amp baru sekarang saja,2,negatif
Pak it pilihan antara Kalian ato Kami yg meninggalkan negara ini. Seandainya pejabat seperti Anda mau pergi dari Indonesia dan membiarkan org berkompeten memimpin anak-anak muda dengan segala potensinya gak perlu repot-repot utk pergi melewati teritori negara ini #KaburAjaDulu https://t.co/slR64U2GGN,pak itu pilihan antara kalian atau kami yang meninggalkan negara ini seandainya pejabat seperti anda mau pergi dari indonesia dan membiarkan orang berkompeten memimpin anakanak muda dengan segala potensinya tidak perlu repotrepot untuk pergi melewati teritori negara ini kaburajadulu,2,negatif
#KaburAjaDulu 🇯🇵 ‍ . . . . ️ Siapa yang berminat silahkan. https://t.co/QAfUJIDizF,kaburajadulu siapa yang berminat silakan,2,negatif
Sangat mendukung #KaburAjaDulu Do whatever you can to get out and stop getting fckd in the ass by your own gov,sangat mendukung kaburajadulu di whatever you can tapi get out and stop getting fckd ini the ass by your own gov,0,positif
Nah ini se7 bgt gue kata gue teh diem lo diaspora bacottttt gue lagi menikmati #KaburAjaDulu nih dari negara gue yg isi pejabat nya kamseupay iyuwhhhh ituuuuu,nah ini se banget gue kata gue teh diam lo diaspora bacot gue lagi menikmati kaburajadulu nih dari negara gue yang isi pejabat ya kamseupay iyuwh itu,2,negatif
nabung buat modal #KaburAjaDulu,nabung buat modal kaburajadulu,2,negatif
2 bulan di tahun 2025 pemerintah sudah banyak problem terutama terkait danantara #Danantara #prabowo #harunmasikukaburajadulu #KaburAjaDulu #korupsi #JokoWidodo #IndonesiaGelap https://t.co/9Gu4fUSdcd,bulan di tahun pemerintah sudah banyak problem terutama terkait danantara danantara prabowo harunmasikukaburajadulu kaburajadulu korupsi jokowidodo indonesiagelap,2,negatif
Menanggapi fenomena #KaburAjaDulu dari saya ex diaspora 9 tahun di Jerman.,menanggapi fenomena kaburajadulu dari saya ex diaspora tahun di jerman,1,neutral
lagi nabung ya bang? semangat. semoga planning lu dengan pemerintahan terlaksana. jangan lupa absen nya #KaburAjaDulu,lagi nabung ya abang semangat semoga planning kamu dengan pemerintahan terlaksana jangan lupa absen ya kaburajadulu,2,negatif
@tang__kira #KaburAjaDulu jalur hero,kaburajadulu jalur hero,2,negatif
mungkin ikutan #KaburAjaDulu,mungkin ikutan kaburajadulu,2,negatif
@Baksokejulawson Ya Allah bantu kami merealisasikan #KaburAjaDulu,ya allah bantu kami merealisasikan kaburajadulu,0,positif
@mas_paijow Ambune wes #KaburAjaDulu ki,ambune wes kaburajadulu ki,2,negatif
@Sonivanoo #masukajadulu ....sementara yg laen #kaburajadulu... kocak,masukajadulu sementara yang lain kaburajadulu kocak,2,negatif
 Morgan ikut #kaburajadulu ga? Tolong angkut aku ️ Ayo mau kemana? New Zealand aja? Atau ke Lake Como kita napak tilas Morgan Ody pecah telor #tellonym https://t.co/kUrmlg75se,morgan ikut kaburajadulu tidak tolong angkut aku ayo mau kemana new zealand saja atau ke lake como kita napak tilas morgan ody pecah telor tellonym,2,negatif
mau ikutan #kaburajadulu plissss,mau ikutan kaburajadulu plis,2,negatif
Bagi Kaum Ceboker tagar #KaburAjaDulu ini malah menyerang bukan fokus ke 'WHY' tapi lebih ke 'WHO' nya. Kenapa Anak Muda Indonesia lebih enjoy ke LN karena Pendapatan Mereka jauh lebih baik &amp; bisa Nabung kirim ke Keluarga di Tanah Air. Dan ini sifatnya sementara (diksi 'dulu').,bagi kaum ceboker tagar kaburajadulu ini malah menyerang bukan fokus ke why tapi lebih ke who ya kenapa anak muda indonesia lebih enjoy ke ln karena pendapatan mereka jauh lebih baik amp bisa nabung kirim ke keluarga di tanah air dan ini sifatnya sementara dikasih dulu,2,negatif
#KaburAjaDulu ke Norway,kaburajadulu ke norway,2,negatif
april A nya ayo join di GOTO88 sekarang juga!!! link : https://t.co/dkC4h7jq4d #ENHYPEN #Pramugari #Wendy #RedVelvet #Mamamoo #slotonline #viral #viralindo #KaburAjaDulu #stockmarketcrash https://t.co/POHY2TlgcX,april a ya ayo join di goto sekarang juga link enhypen pramugari wendy redvelvet mamamoo slotonline viral viralindo kaburajadulu stockmarketcrash,1,neutral
@ARSIPAJA Jelas terlihat tidak berani hadapi masalah yang dihadapi lebih suka menghindar berserah pada waktu. #KaburAjaDulu,jelas terlihat tidak berani hadapi masalah yang dihadapi lebih suka menghindar berserah pada waktu kaburajadulu,2,negatif
@bualfi Kalo ngga mau jadi korban rasisme paling enak #KaburAjaDulu ke Malaysia. Minimal mukanya mirip walau tetep ada diskriminasi,kalau tidak mau jadi korban rasisme paling enak kaburajadulu ke malaysia minimal mukanya mirip walau tetap ada diskriminasi,2,negatif
infokan cowok bule yg jomblo dan siap nikah lagi berusaha cari kewarganegaraan baru nih boleh dari denmark canada aussie atau mana aja lah yg penting mau kabur dulu ini #kaburajadulu #nikahsamabule,infokan cowok bule yang jomblo dan siap nikah lagi berusaha cari kewarganegaraan baru nih boleh dari denmark canada aussie atau mana saja lah yang penting mau kabur dulu ini kaburajadulu nikahsamabule,2,negatif
#KaburAjaDulu #jkt48 # https://t.co/jSMJWLngHZ,kaburajadulu jakarta,1,neutral
Pengen #KaburAjaDulu ke isekai ,pengin kaburajadulu ke isekai,1,neutral
@BosPurwa Emang goblok ni orang! Dia pikir sblm tagar #kaburajadulu gak ada WNI yg kerja di LN? Mau ada tagar mau gak kek dari dulu gak ada larangan bagi WNI utk kerja di LN. Kenapa dia sewot org gak boleh balik lagi? Wamen tolol!,memang goblok nih orang dia pikir sebelum tagar kaburajadulu tidak ada wni yang kerja di ln mau ada tagar mau tidak kayak dari dulu tidak ada larangan bagi wni untuk kerja di ln kenapa dia sewot orang tidak boleh balik lagi wamen tolol,2,negatif
Gapernah nanggapi isu #KaburAjaDulu Yg mau pergi ya silakan yg mau tinggal ya silakan. Masing² punya ±. Klo semua keluar pemerintah seneng karena bisa atur seenaknya tanpa ada yg protes. Pas balik negara udah ancur²an.,gapernah nanggapi isu kaburajadulu yang mau pergi ya silakan yang mau tinggal ya silakan masing punya kalau semua keluar pemerintah senang karena bisa atur seenaknya tanpa ada yang protes pas balik negara sudah ancuran,2,negatif
Kita wujudkan #KaburAjaDulu itu,kita wujudkan kaburajadulu itu,2,negatif
@kompascom Bu kucingku tambah gendut tambah rakus Ajak dia kesana Bu... #KaburAjaDulu,bu kucingku tambah gendut tambah rakus ajak dia kesana bu kaburajadulu,2,negatif
@ezash Totally okay. Also it will help netijen to make a small step of #KaburAjaDulu starting to learn English and practice it regularly wkwkwk,totally okay also itu will help netijen tapi memakai a small step of kaburajadulu starting tapi learn english and practice itu regularly wkwkwk,1,neutral
Saat banyak anak muda sedang menggemakan #KaburAjaDulu saya memilih tetap tinggal di desa. Selain mengurus kijing dan nisan ini adalah salah satu ikhtiar saya untuk kemajuan masyarakat. Bismillahirahmannirahim.,saat banyak anak muda sedang menggemakan kaburajadulu saya memilih tetap tinggal di desa selain mengurus kijing dan nisan ini adalah salah satu ikhtiar saya untuk kemajuan masyarakat bismillahirahmannirahim,0,positif
@M45Broo_ Rasanya pengen #KaburAjaDulu tapi kesian anak istri,rasanya pengin kaburajadulu tapi kesian anak istri,2,negatif
Sebenarnya Pandji udah lakukan #KaburAjaDulu 3 tahun lalu ,sebenarnya pandji sudah lakukan kaburajadulu tahun lalu,1,neutral
guys duluan ya udah di acc #kaburajadulu sama bos besar ‍↕️ https://t.co/1v1Dm4z0db,guys duluan ya sudah di acc kaburajadulu sama bos besar,2,negatif
if only all the government think like this ga langsung memaknai #KaburAjaDulu sebagai sesuatu yg negatif,if only all the government think like this tidak langsung memaknai kaburajadulu sebagai sesuatu yang negatif,2,negatif
@CakKhum putestet piye mon 0m0n?? Gk kapok2..! Atau udah siap2 #kaburajadulu?? Ky yg dulu2.. https://t.co/me219J0oEJ,putestet piye mon mana tidak kapok atau sudah siap kaburajadulu kaya yang dulu,2,negatif
@gagituflo #KaburAjaDulu dari MU,kaburajadulu dari mu,2,negatif
@H1m4_W4r1 @hasto66 ..ngambek? banteng lawan mertuanya tukang culik itu menang kok. kelen takut? ..banteng juga yang panggil pulang tukang culik itu dari pada lontang lantung #KaburAjaDulu ke yordan. lupa nyet? https://t.co/Z2S90MeZWZ,mengambek banteng lawan mertuanya tukang culik itu menang kok kelen takut banteng juga yang panggil pulang tukang culik itu dari pada lontang lantung kaburajadulu ke yordan lupa monyet,2,negatif
Janji dari pasangan Presiden Prabowo Subianto dan Wakil Presiden Gibran soal penciptaan 19 juta lapangan kerja baru https://t.co/3artslRPsF #KaburAjaDulu Sementara #IndonesiaGelap https://t.co/w4PKJbG1qR,janji dari pasangan presiden prabowo subianto dan wakil presiden gibran soal penciptaan juta lapangan kerja baru kaburajadulu sementara indonesiagelap,1,neutral
ingfokan pindah negara #KaburAjaDulu,ingfokan pindah negara kaburajadulu,2,negatif
@ratiratiara makanya ti doain ini negara kolaps kiamat tapi kondisi kita udah #kaburajadulu ,makanya ti doain ini negara kolaps kiamat tapi kondisi kita sudah kaburajadulu,2,negatif
@hrdbacot bismillah lagi bikin jalan buat #KaburAjaDulu karna duit dan skill masih memantaskan,bismillah lagi bikin jalan buat kaburajadulu karena duit dan skill masih memantaskan,2,negatif
Susah ya ngomong sm org dungu kau dijelasin apapun klo masih bebal ya ttp aja gitu #KaburAjaDulu https://t.co/mNLFYRgnbg,susah ya mengomong sama orang dungu kau dijelasin apapun kalau masih bebal ya tetap saja begitu kaburajadulu,2,negatif
#KaburAjaDulu ke Itali,kaburajadulu ke itali,2,negatif
saat2 ini belum bisa ikutan #KaburAjaDulu soalnya masih #MaburAjaDulu,saat ini belum bisa ikutan kaburajadulu soalnya masih maburajadulu,2,negatif
Dontol ki apa? Donnaa suka pentol? Atau.. #KaburAjaDulu https://t.co/ZFQQet3WLS,dontol ki apa donnaa suka pentol atau kaburajadulu,0,positif
#KaburAjaDulu sepertinya menarik.,kaburajadulu sepertinya menarik,2,negatif
Mereka tuh mau #KaburAjaDulu simply because they think this country isn t a worthy battleground. Trus you guys cannot foresee whether they will regret it or not what you (diaspora) can do is to help them making informed decisions tell them the pros and cons. That s it!,mereka tuh mau kaburajadulu simply because they think this country isn t a worthy battleground terus you guys cannot foresee whether they will regret itu orang not what you diaspora can di is tapi help them making informed decisions tell them the pros and cons that si itu,2,negatif
@randomable_ Presiden aja udh nyuruh #KaburAjaDulu lewat hampers tema traveling wkwk Tp bentr Knp bawa embel2 istana negara tuh? Pake uang rakyat? Nama pribadi donggg wkwk,presiden saja sudah nyuruh kaburajadulu lewat hampers tema traveling wkwk tapi bentr kenapa bawa embel istana negara tuh pakai uang rakyat nama pribadi dong wkwk,2,negatif
